id,district,primary_crop,year,month,day_of_year,season,is_kharif,is_rabi,rainfall_mm,temperature_c,humidity_pct,dam_level_pct,groundwater_level_m,crop_price_inr_qtl,price_volatility,msp_gap_inr,subsidy_delay_days,insurance_claim_rate,pm_kisan_coverage,complaint_count,distress_news_score,water_stress_index,market_stress_index,gov_failure_score,risk_score,risk_label,risk_category
425,Bagalkot,Sugarcane,2023,8,43,Kharif,1,0,52.9,35.2,61.6,40.7,51.7,3077,340.4,894,54,0.471,0.633,8,30.0,53.8,34.0,45.4,20.9,0,Safe
426,Bagalkot,Sugarcane,2022,1,50,Rabi,0,1,3.4,29.4,57.4,46.6,41.8,3328,416.3,1145,5,0.502,0.685,7,37.2,55.8,41.6,18.2,19.1,0,Safe
427,Chitradurga,Groundnut,2024,4,263,Summer,0,0,36.0,40.1,47.6,19.8,43.2,6531,802.4,4348,123,0.389,0.699,9,8.9,68.5,80.2,76.5,37.5,1,Alert
428,Bidar,Sorghum,2024,5,180,Summer,0,0,71.2,39.6,47.9,22.4,14.0,3325,383.4,1142,49,0.708,0.544,6,24.9,81.8,38.3,47.3,27.0,1,Alert
429,Kodagu,Coffee,2024,7,263,Kharif,1,0,384.3,21.1,80.6,59.5,39.0,9178,1141.6,6995,33,0.043,0.774,2,0.0,50.8,114.2,27.8,29.1,1,Alert
430,Mysuru,Paddy,2022,7,245,Kharif,1,0,71.6,32.3,72.8,52.4,31.9,2270,244.2,87,27,0.243,0.761,4,18.8,57.8,24.4,25.4,19.6,0,Safe
431,Bangalore Rural,Tomato,2024,4,288,Summer,0,0,27.3,38.6,70.9,16.9,30.0,755,54.1,-1428,28,0.299,0.651,6,19.6,76.5,19.7,31.5,26.8,1,Alert
432,Bangalore Rural,Tomato,2023,1,352,Rabi,0,1,3.1,25.2,76.8,33.2,43.6,725,78.2,-1458,28,0.306,0.648,6,17.5,61.6,22.4,31.6,28.0,1,Alert
433,Kolar,Tomato,2022,5,104,Summer,0,0,41.1,41.4,64.2,9.1,33.5,771,83.0,-1412,23,0.407,0.602,10,36.1,78.7,22.4,31.4,21.5,0,Safe
434,Chikkamagaluru,Coffee,2024,8,129,Kharif,1,0,82.5,21.8,64.8,54.2,30.3,9572,1127.0,7389,1,0.128,0.77,3,25.5,57.8,112.7,12.0,35.8,1,Alert
435,Uttara Kannada,Paddy,2022,2,281,Rabi,0,1,17.3,33.1,76.5,75.2,36.7,2157,209.5,-26,0,0.133,0.75,4,33.3,44.0,21.2,12.5,8.6,0,Safe
436,Mandya,Sugarcane,2024,9,263,Kharif,1,0,60.2,35.3,72.6,64.7,33.8,3269,437.4,1086,57,0.28,0.692,5,34.9,50.8,43.7,43.9,31.4,1,Alert
437,Bengaluru,Tomato,2022,11,113,Rabi,0,1,30.4,35.1,51.4,39.1,35.6,641,79.8,-1542,6,0.155,0.614,10,22.0,62.7,23.4,22.3,25.6,1,Alert
438,Koppal,Paddy,2024,6,172,Kharif,1,0,23.4,37.8,69.7,28.1,15.0,2161,234.7,-22,25,0.554,0.614,10,33.8,78.5,23.7,31.8,30.3,1,Alert
439,Mandya,Sugarcane,2022,5,331,Summer,0,0,62.5,34.3,61.3,36.8,31.9,3438,337.8,1255,18,0.311,0.722,3,8.4,65.7,33.8,22.9,16.1,0,Safe
440,Vijayapura,Soybean,2023,7,97,Kharif,1,0,49.6,38.6,60.6,31.4,37.4,4598,592.3,2415,91,0.546,0.547,2,49.8,65.6,59.2,68.2,38.3,1,Alert
441,Bengaluru,Tomato,2024,11,331,Rabi,0,1,48.2,28.3,72.3,29.3,56.6,676,53.2,-1507,18,0.193,0.547,3,0.0,57.0,20.4,31.6,22.4,0,Safe
442,Dharwada,Cotton,2023,10,247,Summer,0,0,124.7,31.5,50.0,46.7,46.8,6764,796.5,4581,11,0.497,0.695,7,8.1,53.2,79.7,20.8,27.7,1,Alert
443,Gadag,Wheat,2022,9,263,Kharif,1,0,91.2,35.2,52.2,42.3,41.0,2340,376.2,157,108,0.484,0.598,15,24.1,58.4,37.6,74.1,30.0,1,Alert
444,Bidar,Sorghum,2022,5,130,Summer,0,0,64.5,38.9,68.1,19.1,17.1,3227,307.0,1044,3,0.607,0.538,7,2.6,81.9,30.7,24.6,18.3,0,Safe
445,Yadgir,Paddy,2022,5,335,Summer,0,0,48.3,38.5,56.3,19.6,9.4,2191,351.5,8,12,0.688,0.451,6,31.9,85.5,35.1,33.4,25.5,1,Alert
446,Raichur,Paddy,2024,5,218,Summer,0,0,24.3,43.4,52.9,15.2,16.9,2403,231.2,220,20,0.544,0.523,13,37.9,83.9,23.1,33.8,34.8,1,Alert
447,Haveri,Cotton,2024,3,157,Summer,0,0,13.5,41.4,73.2,29.9,24.4,7452,860.8,5269,80,0.411,0.692,7,21.5,72.8,86.1,55.4,38.7,1,Alert
448,Haveri,Cotton,2023,1,78,Rabi,0,1,7.0,32.7,69.6,40.8,32.4,7461,863.8,5278,70,0.316,0.69,6,13.8,63.4,86.4,50.5,40.5,1,Alert
449,Davangere,Paddy,2024,12,22,Rabi,0,1,8.7,33.7,66.6,55.3,27.9,2115,248.4,-68,0,0.434,0.717,4,25.5,58.4,25.5,14.2,11.0,0,Safe
450,Bengaluru,Tomato,2024,1,332,Rabi,0,1,11.6,32.0,69.5,37.1,53.0,703,85.6,-1480,126,0.223,0.611,4,9.1,55.0,23.4,82.5,22.1,0,Safe
451,Uttara Kannada,Paddy,2022,5,198,Summer,0,0,257.7,33.1,68.2,51.8,50.2,2400,273.7,217,2,0.05,0.777,3,0.5,49.0,27.4,12.1,15.7,0,Safe
452,Dharwada,Cotton,2022,11,273,Rabi,0,1,22.7,31.7,59.1,46.7,43.7,6521,801.4,4338,10,0.417,0.757,3,0.0,54.8,80.1,17.1,24.0,0,Safe
453,Ballari,Cotton,2024,1,29,Rabi,0,1,2.8,34.1,85.0,44.2,37.5,6734,879.7,4551,20,0.516,0.599,12,28.5,59.1,88.0,30.1,43.1,1,Alert
454,Chikkamagaluru,Coffee,2023,5,115,Summer,0,0,118.2,26.5,83.4,32.4,24.5,10304,1086.7,8121,45,0.079,0.774,5,0.0,71.5,108.7,33.8,35.0,1,Alert
455,Bagalkot,Sugarcane,2024,12,7,Rabi,0,1,4.3,34.8,55.0,37.3,44.6,3357,459.4,1174,5,0.489,0.545,5,21.8,59.0,45.9,25.2,25.5,1,Alert
456,Raichur,Paddy,2024,8,357,Kharif,1,0,43.6,38.5,54.6,19.7,45.2,2187,283.1,4,11,0.782,0.567,6,31.7,67.5,28.3,27.2,21.1,0,Safe
457,Bengaluru,Tomato,2022,4,353,Summer,0,0,32.8,34.1,60.7,15.3,25.4,705,126.0,-1478,12,0.228,0.526,5,10.5,79.7,27.4,29.7,24.9,0,Safe
458,Tumkuru,Groundnut,2024,12,79,Rabi,0,1,8.4,32.1,61.3,48.1,33.7,6368,690.5,4185,30,0.326,0.675,3,27.1,59.1,69.0,31.2,25.4,1,Alert
459,Vijayapura,Soybean,2023,12,44,Rabi,0,1,3.1,30.7,57.6,44.9,30.8,4880,618.6,2697,17,0.577,0.534,11,27.9,62.2,61.9,31.8,38.8,1,Alert
460,Chamarajanagar,Ragi,2023,7,329,Kharif,1,0,116.0,28.0,68.6,40.0,27.3,3637,378.4,1454,40,0.283,0.682,7,0.0,66.3,37.8,35.9,20.5,0,Safe
461,Dharwada,Cotton,2022,4,215,Summer,0,0,38.5,38.7,49.3,22.4,22.2,7497,810.6,5314,17,0.509,0.696,8,27.6,77.7,81.1,23.7,30.0,1,Alert
462,Haveri,Cotton,2024,1,284,Rabi,0,1,3.2,29.3,52.6,47.3,40.6,7188,792.3,5005,15,0.38,0.749,8,16.0,56.0,79.2,20.1,32.5,1,Alert
463,Ballari,Cotton,2024,5,56,Summer,0,0,47.1,36.0,51.3,14.5,21.4,7430,901.8,5247,29,0.589,0.642,7,21.6,82.0,90.2,32.4,38.0,1,Alert
464,Chikkamagaluru,Coffee,2023,10,54,Summer,0,0,79.5,21.9,65.2,79.9,45.9,9035,1182.7,6852,21,0.115,0.787,2,13.7,37.1,118.3,21.1,45.0,1,Alert
465,Raichur,Paddy,2023,2,193,Rabi,0,1,2.4,34.0,58.9,15.5,22.2,2140,311.2,-43,59,0.723,0.462,6,63.5,81.2,31.5,56.4,39.1,1,Alert
466,Bengaluru,Tomato,2024,7,9,Kharif,1,0,116.6,35.5,76.2,27.7,51.8,708,93.8,-1475,55,0.153,0.479,3,1.5,60.2,24.1,53.6,19.4,0,Safe
467,Mandya,Sugarcane,2023,5,58,Summer,0,0,135.8,37.9,63.3,31.7,27.2,3504,418.2,1321,13,0.278,0.642,8,17.7,70.5,41.8,24.4,27.5,1,Alert
468,Kalaburagi,Soybean,2024,4,298,Summer,0,0,19.2,38.6,53.9,9.8,33.2,5247,547.2,3064,7,0.648,0.536,6,21.8,78.5,54.7,26.7,30.3,1,Alert
469,Dharwada,Cotton,2024,2,87,Rabi,0,1,3.4,36.0,63.3,43.3,25.5,7122,765.3,4939,30,0.37,0.694,8,0.0,65.6,76.5,30.3,33.3,1,Alert
470,Chikkamagaluru,Coffee,2023,12,313,Rabi,0,1,7.6,22.7,58.2,73.8,53.9,9200,1082.0,7017,32,0.177,0.779,4,0.0,36.2,108.2,27.0,37.1,1,Alert
471,Udupi,Paddy,2022,1,145,Rabi,0,1,8.6,21.0,61.1,82.8,53.8,2260,233.4,77,1,0.106,0.806,2,0.0,31.7,23.3,10.2,21.7,0,Safe
472,Mandya,Sugarcane,2022,4,359,Summer,0,0,24.6,33.7,86.0,37.4,28.9,3635,343.1,1452,2,0.215,0.775,2,51.1,66.8,34.3,12.2,28.3,1,Alert
473,Raichur,Paddy,2022,11,205,Rabi,0,1,13.4,33.5,46.5,35.5,29.4,2066,249.4,-117,23,0.778,0.555,6,60.0,67.5,26.1,33.8,17.8,0,Safe
474,Belagavi,Sugarcane,2022,4,116,Summer,0,0,19.5,40.8,74.1,27.3,17.4,3453,321.2,1270,56,0.28,0.703,9,0.0,77.7,32.1,42.9,33.5,1,Alert
475,Chikkaballapur,Tomato,2022,7,80,Kharif,1,0,105.0,38.3,71.5,24.8,27.5,691,40.4,-1492,49,0.384,0.599,10,30.8,73.8,19.0,44.5,20.1,0,Safe
476,Hassan,Paddy,2024,8,174,Kharif,1,0,102.6,35.1,62.7,55.4,30.1,2268,372.9,85,10,0.231,0.769,8,15.2,57.2,37.3,16.5,16.2,0,Safe
477,Kodagu,Coffee,2023,2,106,Rabi,0,1,22.1,23.4,84.0,67.6,37.0,9117,1129.5,6934,7,0.157,0.87,1,0.0,47.7,113.0,10.0,26.2,1,Alert
478,Ramanagara,Ragi,2024,10,82,Summer,0,0,115.3,34.8,57.7,49.9,37.6,3522,458.2,1339,29,0.272,0.662,11,9.8,56.2,45.8,31.4,24.0,0,Safe
479,Raichur,Paddy,2022,1,106,Rabi,0,1,6.4,31.5,38.1,25.5,32.2,2224,256.9,41,61,0.774,0.536,12,24.8,71.2,25.7,53.7,26.7,1,Alert
480,Mysuru,Paddy,2022,7,25,Kharif,1,0,97.3,32.9,82.9,57.6,33.2,2415,283.4,232,29,0.259,0.81,7,4.2,54.6,28.3,24.0,13.5,0,Safe
481,Ballari,Cotton,2024,4,361,Summer,0,0,14.0,36.7,73.7,28.3,23.2,7541,827.6,5358,27,0.535,0.641,9,28.9,74.2,82.8,31.4,38.7,1,Alert
482,Chamarajanagar,Ragi,2024,2,25,Rabi,0,1,7.7,31.6,70.4,44.8,44.1,3832,443.8,1649,0,0.228,0.662,4,23.2,55.5,44.4,16.9,16.7,0,Safe
483,Belagavi,Sugarcane,2024,4,133,Summer,0,0,45.0,38.6,60.9,40.5,27.0,3518,405.6,1335,36,0.346,0.669,2,26.6,66.2,40.6,34.5,22.2,0,Safe
484,Koppal,Paddy,2022,3,171,Summer,0,0,12.7,40.1,56.9,26.7,24.8,2334,280.4,151,46,0.56,0.57,6,12.8,74.2,28.0,44.5,25.7,1,Alert
485,Kodagu,Coffee,2023,1,15,Rabi,0,1,21.1,17.8,69.6,75.5,52.9,9972,1094.2,7789,23,0.113,0.782,3,0.0,35.8,109.4,22.4,29.0,1,Alert
486,Udupi,Paddy,2022,10,302,Summer,0,0,570.7,31.9,76.4,91.7,47.4,2075,287.8,-108,18,0.158,0.845,4,0.0,30.4,29.9,16.8,4.2,0,Safe
487,Kolar,Tomato,2024,6,167,Kharif,1,0,54.6,37.6,56.2,17.7,17.7,712,85.7,-1471,9,0.404,0.709,7,32.3,82.3,23.3,19.1,16.1,0,Safe
488,Bangalore Rural,Tomato,2024,9,202,Kharif,1,0,94.5,32.6,62.8,39.4,28.6,684,114.9,-1499,94,0.317,0.669,10,14.1,66.0,26.5,63.5,26.3,1,Alert
489,Hassan,Paddy,2023,7,99,Kharif,1,0,94.6,30.7,56.4,50.8,39.5,2098,312.2,-85,3,0.293,0.71,5,33.1,54.9,32.1,16.0,21.4,0,Safe
490,Kolar,Tomato,2022,8,135,Kharif,1,0,83.0,37.3,51.1,17.4,35.1,696,40.7,-1487,31,0.36,0.709,9,28.0,73.8,18.9,30.1,20.5,0,Safe
491,Ramanagara,Ragi,2024,7,129,Kharif,1,0,67.1,33.2,67.0,33.7,28.5,3852,440.5,1669,17,0.291,0.702,7,51.9,68.9,44.0,23.4,31.1,1,Alert
492,Haveri,Cotton,2022,8,237,Kharif,1,0,43.9,35.6,61.3,45.1,41.0,6819,788.5,4636,146,0.48,0.717,6,17.9,57.0,78.8,87.2,38.5,1,Alert
493,Mysuru,Paddy,2022,3,316,Summer,0,0,14.5,34.7,75.5,44.5,35.5,2336,205.0,153,89,0.222,0.808,8,9.5,60.0,20.5,54.1,26.8,1,Alert
494,Mandya,Sugarcane,2022,7,65,Kharif,1,0,61.8,34.2,63.2,40.0,36.6,3327,401.1,1144,40,0.22,0.679,7,28.3,61.7,40.1,36.0,29.9,1,Alert
495,Tumkuru,Groundnut,2023,9,246,Kharif,1,0,103.4,34.8,75.4,37.1,29.9,5645,765.8,3462,12,0.294,0.684,6,8.9,66.5,76.6,21.8,26.7,1,Alert
496,Shivamogga,Paddy,2024,5,67,Summer,0,0,129.6,33.9,54.0,38.8,28.2,2421,332.4,238,2,0.177,0.743,1,16.1,66.5,33.2,13.8,12.5,0,Safe
497,Kodagu,Coffee,2024,1,248,Rabi,0,1,25.5,19.5,79.2,67.5,39.3,9363,1088.7,7180,27,0.09,0.872,0,8.5,46.6,108.9,19.9,30.2,1,Alert
498,Gadag,Wheat,2024,1,182,Rabi,0,1,3.3,34.2,61.1,22.8,38.2,2301,336.0,118,20,0.494,0.7,4,21.4,69.5,33.6,25.0,32.3,1,Alert
499,Dharwad,Cotton,2024,8,277,Kharif,1,0,40.3,35.6,67.3,41.3,30.1,7070,846.4,4887,56,0.404,0.614,7,20.5,64.3,84.6,47.3,46.8,1,Alert
500,Dharwada,Cotton,2024,5,270,Summer,0,0,83.1,39.9,57.3,10.5,31.3,7557,826.9,5374,14,0.439,0.737,8,0.0,79.1,82.7,20.2,30.2,1,Alert
501,Hassan,Paddy,2023,12,190,Rabi,0,1,10.7,30.0,73.4,67.7,39.6,2200,251.4,17,43,0.307,0.731,2,10.8,46.3,25.1,35.0,14.2,0,Safe
502,Udupi,Paddy,2023,2,131,Rabi,0,1,14.7,29.8,85.3,68.7,52.2,2263,195.2,80,10,0.051,0.876,1,8.8,39.5,19.5,11.2,17.6,0,Safe
503,Ramanagara,Ragi,2022,6,297,Kharif,1,0,54.1,34.3,77.3,20.9,14.0,3717,387.4,1534,21,0.283,0.647,6,12.4,82.5,38.7,28.1,26.1,1,Alert
504,Raichur,Paddy,2022,9,111,Kharif,1,0,59.9,37.9,58.6,21.5,39.2,2261,247.9,78,24,0.694,0.568,8,31.9,69.7,24.8,33.6,21.6,0,Safe
505,Belagavi,Sugarcane,2024,5,30,Summer,0,0,63.2,36.1,63.2,28.9,20.0,3713,375.6,1530,2,0.282,0.736,4,28.9,75.5,37.6,14.2,24.8,0,Safe
506,Chikkaballapur,Tomato,2022,9,223,Kharif,1,0,50.6,35.7,69.2,30.2,24.8,761,128.0,-1422,37,0.427,0.719,10,26.1,72.5,27.0,32.5,28.3,1,Alert
507,Chamarajanagar,Ragi,2024,3,157,Summer,0,0,11.7,37.1,49.4,44.1,36.5,3910,457.0,1727,40,0.208,0.713,6,6.5,59.7,45.7,34.4,30.7,1,Alert
508,Chitradurga,Groundnut,2022,12,115,Rabi,0,1,3.0,26.8,42.9,37.2,34.7,6028,842.6,3845,1,0.487,0.657,5,33.6,64.0,84.3,17.6,36.2,1,Alert
509,Bengaluru,Tomato,2023,12,265,Rabi,0,1,5.3,29.1,73.7,28.2,56.4,685,104.0,-1498,34,0.183,0.54,7,4.5,57.7,25.4,40.0,21.5,0,Safe
510,Ramanagara,Ragi,2022,2,320,Rabi,0,1,6.0,34.1,72.0,29.2,27.5,3677,374.4,1494,0,0.236,0.691,8,7.2,71.7,37.4,15.5,26.2,1,Alert
511,Dharwad,Cotton,2024,1,181,Rabi,0,1,8.4,37.2,71.9,37.1,51.1,6853,874.1,4670,71,0.412,0.657,7,6.3,55.9,87.4,52.6,31.9,1,Alert
512,Chikkaballapur,Tomato,2023,9,228,Kharif,1,0,77.2,33.2,62.9,32.1,21.4,671,118.6,-1512,78,0.432,0.612,5,35.5,73.2,27.0,58.4,33.2,1,Alert
513,Yadgir,Paddy,2023,10,81,Summer,0,0,38.1,37.2,57.2,29.7,34.8,2026,243.6,-157,11,0.696,0.484,9,20.2,67.8,25.9,31.3,26.8,1,Alert
514,Chitradurga,Groundnut,2023,1,145,Rabi,0,1,4.0,35.6,82.3,26.8,32.8,6389,772.9,4206,60,0.502,0.695,11,15.9,70.2,77.3,45.2,33.8,1,Alert
515,Kalaburagi,Soybean,2024,11,273,Rabi,0,1,12.6,34.5,52.6,16.8,26.7,4445,553.9,2262,93,0.69,0.563,6,28.2,78.2,55.4,68.3,34.5,1,Alert
516,Mandya,Sugarcane,2023,1,117,Rabi,0,1,3.9,31.0,86.4,57.6,36.4,3121,362.9,938,16,0.267,0.666,6,40.7,53.0,36.3,24.7,26.4,1,Alert
517,Mysuru,Paddy,2024,2,31,Rabi,0,1,8.1,27.5,69.4,59.8,33.6,2118,211.1,-65,176,0.268,0.801,4,6.3,53.3,21.8,98.0,21.1,0,Safe
518,Ballari,Cotton,2024,4,156,Summer,0,0,45.7,38.5,65.8,23.3,15.7,7753,846.6,5570,22,0.512,0.583,8,11.9,80.5,84.7,31.9,29.0,1,Alert
519,Gadag,Wheat,2024,7,347,Kharif,1,0,96.0,36.8,56.9,30.6,28.4,2333,320.0,150,2,0.486,0.709,9,43.2,70.5,32.0,15.6,22.5,0,Safe
520,Ballari,Cotton,2023,9,273,Kharif,1,0,71.6,35.3,54.7,43.0,29.5,7275,863.3,5092,144,0.523,0.579,5,22.6,63.8,86.3,93.0,41.4,1,Alert
521,Davangere,Paddy,2022,10,300,Summer,0,0,101.0,34.6,65.7,72.8,30.4,1909,311.4,-274,9,0.461,0.724,11,15.8,48.4,33.9,18.3,16.8,0,Safe
522,Bidar,Sorghum,2022,1,174,Rabi,0,1,2.7,33.6,69.1,36.2,27.2,3217,380.8,1034,44,0.571,0.5,5,45.7,68.3,38.1,47.0,31.0,1,Alert
523,Udupi,Paddy,2022,5,251,Summer,0,0,226.8,35.6,56.9,54.2,36.7,2371,220.9,188,37,0.112,0.788,1,3.8,54.5,22.1,29.1,20.0,0,Safe
524,Koppal,Paddy,2022,6,277,Kharif,1,0,69.1,33.9,64.2,19.7,22.3,2247,254.9,64,0,0.52,0.579,8,31.4,79.0,25.5,21.1,15.4,0,Safe
525,Bengaluru,Tomato,2024,5,4,Summer,0,0,60.1,36.9,77.1,11.8,30.8,753,21.5,-1430,7,0.281,0.57,4,27.7,78.7,16.4,25.0,20.9,0,Safe
526,Kolar,Tomato,2022,7,137,Kharif,1,0,32.4,36.6,55.7,9.8,41.6,717,127.5,-1466,123,0.381,0.726,11,8.0,74.3,27.4,75.2,40.5,1,Alert
527,Kolar,Tomato,2024,7,292,Kharif,1,0,31.5,40.5,55.6,20.2,35.0,696,55.0,-1487,30,0.342,0.62,9,31.0,72.4,20.4,34.0,36.0,1,Alert
528,Udupi,Paddy,2023,3,93,Summer,0,0,26.8,32.8,87.6,56.9,33.9,2371,252.9,188,66,0.124,0.799,0,0.0,54.6,25.3,43.0,13.0,0,Safe
529,Kodagu,Coffee,2023,4,207,Summer,0,0,113.2,20.5,70.4,47.9,46.6,9707,1133.6,7524,47,0.175,0.802,1,18.7,52.8,113.4,33.4,32.5,1,Alert
530,Bidar,Sorghum,2023,7,207,Kharif,1,0,68.9,40.6,62.9,27.5,20.8,2885,379.3,702,209,0.569,0.611,3,18.6,75.8,37.9,124.0,35.0,1,Alert
531,Chikkaballapur,Tomato,2023,4,250,Summer,0,0,44.6,40.8,53.8,24.8,12.5,751,55.3,-1432,3,0.463,0.595,4,58.8,81.3,19.9,21.8,22.7,0,Safe
532,Ramanagara,Ragi,2022,11,115,Rabi,0,1,59.7,33.8,71.4,39.2,30.1,3799,481.7,1616,60,0.186,0.697,4,17.5,65.3,48.2,45.2,25.6,1,Alert
533,Uttara Kannada,Paddy,2022,11,294,Rabi,0,1,60.5,24.0,83.0,98.2,47.3,1981,271.1,-202,16,0.13,0.729,5,3.6,27.2,29.1,21.6,14.7,0,Safe
534,Dharwada,Cotton,2022,9,41,Kharif,1,0,107.9,33.3,65.7,34.4,32.4,7252,868.9,5069,66,0.404,0.661,1,28.4,66.6,86.9,50.0,25.7,1,Alert
535,Kodagu,Coffee,2023,10,151,Summer,0,0,272.3,25.2,79.3,86.7,46.0,8502,1084.3,6319,49,0.182,0.824,1,0.0,33.6,108.4,33.3,24.0,0,Safe
536,Ramanagara,Ragi,2024,5,231,Summer,0,0,37.2,35.1,62.0,18.1,47.3,4196,429.2,2013,7,0.231,0.609,3,26.3,67.3,42.9,23.1,28.3,1,Alert
537,Ramanagara,Ragi,2024,3,200,Summer,0,0,9.9,35.4,72.5,22.5,35.7,3976,392.7,1793,4,0.293,0.671,6,19.2,70.9,39.3,18.4,19.6,0,Safe
538,Kodagu,Coffee,2022,4,148,Summer,0,0,43.2,26.9,76.3,48.0,40.3,9910,1100.6,7727,14,0.114,0.75,0,0.0,55.9,110.1,19.5,35.1,1,Alert
539,Haveri,Cotton,2024,1,120,Rabi,0,1,4.4,31.0,53.5,46.2,51.9,7370,843.0,5187,82,0.399,0.763,6,19.9,51.0,84.3,52.9,36.4,1,Alert
540,Kalaburagi,Soybean,2022,2,42,Rabi,0,1,2.7,38.5,42.3,30.7,23.4,4609,566.0,2426,132,0.53,0.519,10,29.9,72.9,56.6,90.0,44.8,1,Alert
541,Hassan,Paddy,2023,8,360,Kharif,1,0,124.3,28.4,64.9,51.1,42.7,2248,264.2,65,13,0.218,0.724,4,3.8,53.1,26.4,20.3,16.0,0,Safe
542,Bagalkot,Sugarcane,2022,7,36,Kharif,1,0,65.7,36.4,72.5,32.5,35.3,3334,373.5,1151,39,0.387,0.635,9,35.4,66.1,37.4,37.8,24.9,0,Safe
543,Koppal,Paddy,2024,12,330,Rabi,0,1,4.4,36.2,54.7,50.9,44.1,2175,203.7,-8,55,0.62,0.657,9,36.2,52.5,20.4,44.7,25.1,1,Alert
544,Kodagu,Coffee,2024,5,269,Summer,0,0,374.2,26.9,72.0,46.5,35.7,10543,1116.7,8360,7,0.153,0.76,0,1.1,58.9,111.7,15.5,29.8,1,Alert
545,Shivamogga,Paddy,2022,5,110,Summer,0,0,119.8,36.9,76.4,41.5,14.3,2376,221.6,193,48,0.131,0.768,3,18.7,72.1,22.2,35.6,21.6,0,Safe
546,Bengaluru,Tomato,2024,7,160,Kharif,1,0,129.7,32.5,69.6,23.5,50.3,701,20.0,-1482,1,0.184,0.525,4,13.1,63.1,16.8,24.2,14.2,0,Safe
547,Vijayapura,Soybean,2022,11,153,Rabi,0,1,17.9,27.9,53.5,58.6,41.0,4459,597.2,2276,44,0.561,0.593,7,32.0,50.2,59.7,42.4,35.3,1,Alert
548,Mandya,Sugarcane,2024,2,361,Rabi,0,1,4.8,38.0,68.2,54.3,20.7,3279,420.7,1096,1,0.346,0.754,6,33.1,62.5,42.1,12.8,27.1,1,Alert
549,Mysuru,Paddy,2024,10,64,Summer,0,0,75.8,34.0,68.2,85.3,32.0,1955,230.0,-228,45,0.291,0.77,3,5.5,41.4,25.3,34.0,20.2,0,Safe
550,Chikkamagaluru,Coffee,2022,11,48,Rabi,0,1,60.9,22.9,74.3,78.5,40.8,8990,1194.2,6807,10,0.12,0.755,2,0.0,40.4,119.4,17.2,28.8,1,Alert
551,Bengaluru,Tomato,2023,5,342,Summer,0,0,67.4,32.1,62.2,11.5,26.5,774,108.7,-1409,29,0.227,0.6,6,0.0,81.0,25.0,34.5,16.3,0,Safe
552,Davangere,Paddy,2022,9,240,Kharif,1,0,37.4,34.2,50.8,45.5,23.2,2220,201.2,37,21,0.363,0.679,2,44.2,65.7,20.1,26.5,24.9,0,Safe
553,Davangere,Paddy,2024,2,169,Rabi,0,1,5.3,36.9,51.6,44.5,34.3,2227,307.6,44,1,0.44,0.715,7,45.5,60.6,30.8,14.8,18.0,0,Safe
554,Vijayapura,Soybean,2024,5,157,Summer,0,0,69.9,38.8,51.4,12.0,20.6,4870,546.2,2687,43,0.454,0.6,10,20.1,83.7,54.6,41.5,27.1,1,Alert
555,Dharwad,Cotton,2023,4,234,Summer,0,0,41.8,37.8,50.1,24.1,22.9,7482,817.7,5299,19,0.463,0.698,10,17.1,76.5,81.8,24.6,28.1,1,Alert
556,Yadgir,Paddy,2023,10,187,Summer,0,0,52.4,40.6,54.1,18.6,21.9,2073,259.5,-110,38,0.783,0.462,6,31.3,79.8,27.1,45.9,27.3,1,Alert
557,Bagalkot,Sugarcane,2022,9,59,Kharif,1,0,67.6,32.1,55.6,50.8,30.4,3193,359.6,1010,8,0.464,0.649,10,32.8,59.4,36.0,21.5,22.2,0,Safe
558,Chitradurga,Groundnut,2024,1,224,Rabi,0,1,3.8,29.6,70.4,33.7,36.7,6109,739.4,3926,55,0.499,0.742,4,46.9,64.8,73.9,40.4,35.1,1,Alert
559,Kalaburagi,Soybean,2024,1,309,Rabi,0,1,3.7,37.1,58.7,18.9,31.0,4950,590.2,2767,86,0.624,0.571,8,39.6,75.0,59.0,64.5,30.7,1,Alert
560,Uttara Kannada,Paddy,2022,7,341,Kharif,1,0,114.4,26.2,80.5,68.3,28.5,2228,283.3,45,33,0.138,0.783,1,5.9,51.6,28.3,27.3,22.5,0,Safe
561,Koppal,Paddy,2023,9,287,Kharif,1,0,33.0,34.2,54.1,39.9,22.7,2090,242.7,-93,40,0.526,0.602,6,3.8,68.7,25.2,39.9,25.9,1,Alert
562,Raichur,Paddy,2024,6,356,Kharif,1,0,42.1,34.4,52.8,24.1,8.3,2174,331.7,-9,14,0.636,0.511,7,37.9,83.8,33.3,31.4,24.6,0,Safe
563,Udupi,Paddy,2024,5,41,Summer,0,0,191.8,34.1,62.7,41.7,24.3,2377,220.1,194,5,0.143,0.854,3,11.4,67.0,22.0,9.8,17.3,0,Safe
564,Mysuru,Paddy,2022,11,309,Rabi,0,1,36.6,28.5,61.8,74.6,42.5,2078,348.1,-105,4,0.277,0.808,2,0.0,41.5,35.9,11.6,11.4,0,Safe
565,Kalaburagi,Soybean,2022,11,354,Rabi,0,1,11.5,31.5,48.5,26.2,37.1,4591,529.3,2408,29,0.652,0.602,5,0.0,68.3,52.9,34.4,32.4,1,Alert
566,Gadag,Wheat,2022,6,126,Kharif,1,0,42.5,37.3,59.3,20.8,21.5,2233,326.8,50,122,0.591,0.591,3,9.8,78.8,32.7,81.5,36.9,1,Alert
